train_id,train_type,section_id,day_of_week,scheduled_hour,occupancy_duration_mins
TRN_1001,Express_Passenger,SEC_10,3,11,11
TRN_1001,Express_Passenger,SEC_10,4,11,11
TRN_1001,Express_Passenger,SEC_10,5,11,11
TRN_1001,Express_Passenger,SEC_10,6,11,11
TRN_1001,Express_Passenger,SEC_11,0,11,10
TRN_1001,Express_Passenger,SEC_11,1,11,10
TRN_1001,Express_Passenger,SEC_11,2,11,10
TRN_1001,Express_Passenger,SEC_11,3,11,10
TRN_1001,Express_Passenger,SEC_11,4,11,10
TRN_1001,Express_Passenger,SEC_11,5,11,10
TRN_1001,Express_Passenger,SEC_11,6,11,10
TRN_1001,Express_Passenger,SEC_12,0,11,11
TRN_1001,Express_Passenger,SEC_12,1,11,11
TRN_1001,Express_Passenger,SEC_12,2,11,11
TRN_1001,Express_Passenger,SEC_12,3,11,11
TRN_1001,Express_Passenger,SEC_12,4,11,11
TRN_1001,Express_Passenger,SEC_12,5,11,11
TRN_1001,Express_Passenger,SEC_12,6,11,11
TRN_1001,Express_Passenger,SEC_13,0,12,17
TRN_1001,Express_Passenger,SEC_13,1,12,17
TRN_1001,Express_Passenger,SEC_13,2,12,17
TRN_1001,Express_Passenger,SEC_13,3,12,17
TRN_1001,Express_Passenger,SEC_13,4,12,17
TRN_1001,Express_Passenger,SEC_13,5,12,17
TRN_1001,Express_Passenger,SEC_13,6,12,17
TRN_1001,Express_Passenger,SEC_14,0,12,11
TRN_1001,Express_Passenger,SEC_14,1,12,11
TRN_1001,Express_Passenger,SEC_14,2,12,11
TRN_1001,Express_Passenger,SEC_14,3,12,11
TRN_1001,Express_Passenger,SEC_14,4,12,11
TRN_1001,Express_Passenger,SEC_14,5,12,11
TRN_1001,Express_Passenger,SEC_14,6,12,11
TRN_1001,Express_Passenger,SEC_15,0,11,10
TRN_1001,Express_Passenger,SEC_15,1,11,10
TRN_1001,Express_Passenger,SEC_15,2,11,10
TRN_1001,Express_Passenger,SEC_15,3,11,10
TRN_1001,Express_Passenger,SEC_15,4,11,10
TRN_1001,Express_Passenger,SEC_15,5,11,10
TRN_1001,Express_Passenger,SEC_15,6,11,10
TRN_1001,Express_Passenger,SEC_16,0,11,11
TRN_1001,Express_Passenger,SEC_16,1,11,11
TRN_1001,Express_Passenger,SEC_16,2,11,11
TRN_1001,Express_Passenger,SEC_16,3,11,11
TRN_1001,Express_Passenger,SEC_16,4,11,11
TRN_1001,Express_Passenger,SEC_16,5,11,11
TRN_1001,Express_Passenger,SEC_16,6,11,11
TRN_1001,Express_Passenger,SEC_17,0,12,19
TRN_1001,Express_Passenger,SEC_17,1,12,19
TRN_1001,Express_Passenger,SEC_17,2,12,19
TRN_1001,Express_Passenger,SEC_17,3,12,19
TRN_1001,Express_Passenger,SEC_17,4,12,19
TRN_1001,Express_Passenger,SEC_17,5,12,19
TRN_1001,Express_Passenger,SEC_17,6,12,19
TRN_1002,Suburban_Passenger,SEC_01,0,11,19
TRN_1002,Suburban_Passenger,SEC_01,1,11,19
TRN_1002,Suburban_Passenger,SEC_01,2,11,19
TRN_1002,Suburban_Passenger,SEC_01,3,11,19
TRN_1002,Suburban_Passenger,SEC_01,4,11,19
TRN_1002,Suburban_Passenger,SEC_01,5,11,19
TRN_1002,Suburban_Passenger,SEC_01,6,11,19
TRN_1002,Suburban_Passenger,SEC_02,0,11,17
TRN_1002,Suburban_Passenger,SEC_02,1,11,17
TRN_1002,Suburban_Passenger,SEC_02,2,11,17
TRN_1002,Suburban_Passenger,SEC_02,3,11,17
TRN_1002,Suburban_Passenger,SEC_02,4,11,17
TRN_1002,Suburban_Passenger,SEC_02,5,11,17
TRN_1002,Suburban_Passenger,SEC_02,6,11,17
TRN_1002,Suburban_Passenger,SEC_03,0,10,10
TRN_1002,Suburban_Passenger,SEC_03,1,10,10
TRN_1002,Suburban_Passenger,SEC_03,2,10,10
TRN_1002,Suburban_Passenger,SEC_03,3,10,10
TRN_1002,Suburban_Passenger,SEC_03,4,10,10
TRN_1002,Suburban_Passenger,SEC_03,5,10,10
TRN_1002,Suburban_Passenger,SEC_03,6,10,10
TRN_1002,Suburban_Passenger,SEC_04,0,11,18
TRN_1002,Suburban_Passenger,SEC_04,1,11,18
TRN_1002,Suburban_Passenger,SEC_04,2,11,18
TRN_1002,Suburban_Passenger,SEC_04,3,11,18
TRN_1002,Suburban_Passenger,SEC_04,4,11,18
TRN_1002,Suburban_Passenger,SEC_04,5,11,18
TRN_1002,Suburban_Passenger,SEC_04,6,11,18
TRN_1002,Suburban_Passenger,SEC_05,0,11,19
TRN_1002,Suburban_Passenger,SEC_05,1,11,19
TRN_1002,Suburban_Passenger,SEC_05,2,11,19
TRN_1002,Suburban_Passenger,SEC_05,3,11,19
TRN_1002,Suburban_Passenger,SEC_05,4,11,19
TRN_1002,Suburban_Passenger,SEC_05,5,11,19
TRN_1002,Suburban_Passenger,SEC_05,6,11,19
TRN_1002,Suburban_Passenger,SEC_06,0,11,22
TRN_1002,Suburban_Passenger,SEC_06,1,11,22
TRN_1002,Suburban_Passenger,SEC_06,2,11,22
TRN_1002,Suburban_Passenger,SEC_06,3,11,22
TRN_1002,Suburban_Passenger,SEC_06,4,11,22
TRN_1002,Suburban_Passenger,SEC_06,5,11,22
TRN_1002,Suburban_Passenger,SEC_06,6,11,22
TRN_1002,Suburban_Passenger,SEC_07,0,10,14
TRN_1002,Suburban_Passenger,SEC_07,1,10,14
TRN_1002,Suburban_Passenger,SEC_07,2,10,14
TRN_1002,Suburban_Passenger,SEC_07,3,10,14
TRN_1002,Suburban_Passenger,SEC_07,4,10,14
TRN_1002,Suburban_Passenger,SEC_07,5,10,14
TRN_1002,Suburban_Passenger,SEC_07,6,10,14
TRN_1002,Suburban_Passenger,SEC_08,0,10,10
TRN_1002,Suburban_Passenger,SEC_08,1,10,10
TRN_1002,Suburban_Passenger,SEC_08,2,10,10
TRN_1002,Suburban_Passenger,SEC_08,3,10,10
TRN_1002,Suburban_Passenger,SEC_08,4,10,10
TRN_1002,Suburban_Passenger,SEC_08,5,10,10
TRN_1002,Suburban_Passenger,SEC_08,6,10,10
TRN_1002,Suburban_Passenger,SEC_09,0,11,11
TRN_1002,Suburban_Passenger,SEC_09,1,11,11
TRN_1002,Suburban_Passenger,SEC_09,2,11,11
TRN_1002,Suburban_Passenger,SEC_09,3,11,11
TRN_1002,Suburban_Passenger,SEC_09,4,11,11
TRN_1002,Suburban_Passenger,SEC_09,5,11,11
TRN_1002,Suburban_Passenger,SEC_09,6,11,11
TRN_1002,Suburban_Passenger,SEC_10,0,10,10
TRN_1002,Suburban_Passenger,SEC_10,1,10,10
TRN_1002,Suburban_Passenger,SEC_10,2,10,10
TRN_1002,Suburban_Passenger,SEC_10,3,10,10
TRN_1002,Suburban_Passenger,SEC_10,4,10,10
TRN_1002,Suburban_Passenger,SEC_10,5,10,10
TRN_1002,Suburban_Passenger,SEC_10,6,10,10
TRN_1002,Suburban_Passenger,SEC_11,0,10,11
TRN_1002,Suburban_Passenger,SEC_11,1,10,11
TRN_1002,Suburban_Passenger,SEC_11,2,10,11
TRN_1002,Suburban_Passenger,SEC_11,3,10,11
TRN_1002,Suburban_Passenger,SEC_11,4,10,11
TRN_1002,Suburban_Passenger,SEC_11,5,10,11
TRN_1002,Suburban_Passenger,SEC_11,6,10,11
TRN_1002,Suburban_Passenger,SEC_12,0,10,14
TRN_1002,Suburban_Passenger,SEC_12,1,10,14
TRN_1002,Suburban_Passenger,SEC_12,2,10,14
TRN_1002,Suburban_Passenger,SEC_12,3,10,14
TRN_1002,Suburban_Passenger,SEC_12,4,10,14
TRN_1002,Suburban_Passenger,SEC_12,5,10,14
TRN_1002,Suburban_Passenger,SEC_12,6,10,14
TRN_1002,Suburban_Passenger,SEC_13,0,11,20
TRN_1002,Suburban_Passenger,SEC_13,1,11,20
TRN_1002,Suburban_Passenger,SEC_13,2,11,20
TRN_1002,Suburban_Passenger,SEC_13,3,11,20
TRN_1002,Suburban_Passenger,SEC_13,4,11,20
TRN_1002,Suburban_Passenger,SEC_13,5,11,20
TRN_1002,Suburban_Passenger,SEC_13,6,11,20
TRN_1002,Suburban_Passenger,SEC_14,0,11,12
TRN_1002,Suburban_Passenger,SEC_14,1,11,12
TRN_1002,Suburban_Passenger,SEC_14,2,11,12
TRN_1002,Suburban_Passenger,SEC_14,3,11,12
TRN_1002,Suburban_Passenger,SEC_14,4,11,12
TRN_1002,Suburban_Passenger,SEC_14,5,11,12
TRN_1002,Suburban_Passenger,SEC_14,6,11,12
TRN_1002,Suburban_Passenger,SEC_15,0,10,10
TRN_1002,Suburban_Passenger,SEC_15,1,10,10
TRN_1002,Suburban_Passenger,SEC_15,2,10,10
TRN_1002,Suburban_Passenger,SEC_15,3,10,10
TRN_1002,Suburban_Passenger,SEC_15,4,10,10
TRN_1002,Suburban_Passenger,SEC_15,5,10,10
TRN_1002,Suburban_Passenger,SEC_15,6,10,10
TRN_1002,Suburban_Passenger,SEC_16,0,10,11
TRN_1002,Suburban_Passenger,SEC_16,1,10,11
TRN_1002,Suburban_Passenger,SEC_16,2,10,11
TRN_1002,Suburban_Passenger,SEC_16,3,10,11
TRN_1002,Suburban_Passenger,SEC_16,4,10,11
TRN_1002,Suburban_Passenger,SEC_16,5,10,11
TRN_1002,Suburban_Passenger,SEC_16,6,10,11
TRN_1002,Suburban_Passenger,SEC_17,0,11,23
TRN_1002,Suburban_Passenger,SEC_17,1,11,23
TRN_1002,Suburban_Passenger,SEC_17,2,11,23
TRN_1002,Suburban_Passenger,SEC_17,3,11,23
TRN_1002,Suburban_Passenger,SEC_17,4,11,23
TRN_1002,Suburban_Passenger,SEC_17,5,11,23
TRN_1002,Suburban_Passenger,SEC_17,6,11,23
TRN_1003,Freight_Goods,SEC_01,0,12,22
TRN_1003,Freight_Goods,SEC_01,1,12,22
TRN_1003,Freight_Goods,SEC_01,2,12,22
TRN_1003,Freight_Goods,SEC_01,3,12,22
TRN_1003,Freight_Goods,SEC_01,4,12,22
TRN_1003,Freight_Goods,SEC_01,5,12,22
TRN_1003,Freight_Goods,SEC_01,6,12,22
TRN_1003,Freight_Goods,SEC_02,0,12,22
TRN_1003,Freight_Goods,SEC_02,1,12,22
TRN_1003,Freight_Goods,SEC_02,2,12,22
TRN_1003,Freight_Goods,SEC_02,3,12,22
TRN_1003,Freight_Goods,SEC_02,4,12,22
TRN_1003,Freight_Goods,SEC_02,5,12,22
TRN_1003,Freight_Goods,SEC_02,6,12,22
TRN_1003,Freight_Goods,SEC_03,0,11,13
TRN_1003,Freight_Goods,SEC_03,1,11,13
TRN_1003,Freight_Goods,SEC_03,2,11,13
TRN_1003,Freight_Goods,SEC_03,3,11,13
TRN_1003,Freight_Goods,SEC_03,4,11,13
TRN_1003,Freight_Goods,SEC_03,5,11,13
TRN_1003,Freight_Goods,SEC_03,6,11,13
TRN_1003,Freight_Goods,SEC_04,0,12,21
TRN_1003,Freight_Goods,SEC_04,1,12,21
TRN_1003,Freight_Goods,SEC_04,2,12,21
TRN_1003,Freight_Goods,SEC_04,3,12,21
TRN_1003,Freight_Goods,SEC_04,4,12,21
TRN_1003,Freight_Goods,SEC_04,5,12,21
TRN_1003,Freight_Goods,SEC_04,6,12,21
TRN_1003,Freight_Goods,SEC_05,0,12,19
TRN_1003,Freight_Goods,SEC_05,1,12,19
TRN_1003,Freight_Goods,SEC_05,2,12,19
TRN_1003,Freight_Goods,SEC_05,3,12,19
TRN_1003,Freight_Goods,SEC_05,4,12,19
TRN_1003,Freight_Goods,SEC_05,5,12,19
TRN_1003,Freight_Goods,SEC_05,6,12,19
TRN_1003,Freight_Goods,SEC_06,0,12,22
TRN_1003,Freight_Goods,SEC_06,1,12,22
TRN_1003,Freight_Goods,SEC_06,2,12,22
TRN_1003,Freight_Goods,SEC_06,3,12,22
TRN_1003,Freight_Goods,SEC_06,4,12,22
TRN_1003,Freight_Goods,SEC_06,5,12,22
TRN_1003,Freight_Goods,SEC_06,6,12,22
TRN_1003,Freight_Goods,SEC_07,0,11,18
TRN_1003,Freight_Goods,SEC_07,1,11,18
TRN_1003,Freight_Goods,SEC_07,2,11,18
TRN_1003,Freight_Goods,SEC_07,3,11,18
TRN_1003,Freight_Goods,SEC_07,4,11,18
TRN_1003,Freight_Goods,SEC_07,5,11,18
TRN_1003,Freight_Goods,SEC_07,6,11,18
TRN_1003,Freight_Goods,SEC_08,0,11,13
TRN_1003,Freight_Goods,SEC_08,1,11,13
TRN_1003,Freight_Goods,SEC_08,2,11,13
TRN_1003,Freight_Goods,SEC_08,3,11,13
TRN_1003,Freight_Goods,SEC_08,4,11,13
TRN_1003,Freight_Goods,SEC_08,5,11,13
TRN_1003,Freight_Goods,SEC_08,6,11,13
TRN_1003,Freight_Goods,SEC_09,0,12,15
TRN_1003,Freight_Goods,SEC_09,1,12,15
TRN_1003,Freight_Goods,SEC_09,2,12,15
TRN_1003,Freight_Goods,SEC_09,3,12,15
TRN_1003,Freight_Goods,SEC_09,4,12,15
TRN_1003,Freight_Goods,SEC_09,5,12,15
TRN_1003,Freight_Goods,SEC_09,6,12,15
TRN_1003,Freight_Goods,SEC_10,0,11,12
TRN_1003,Freight_Goods,SEC_10,1,11,12
TRN_1003,Freight_Goods,SEC_10,2,11,12
TRN_1003,Freight_Goods,SEC_10,3,11,12
TRN_1003,Freight_Goods,SEC_10,4,11,12
TRN_1003,Freight_Goods,SEC_10,5,11,12
TRN_1003,Freight_Goods,SEC_10,6,11,12
TRN_1003,Freight_Goods,SEC_11,0,11,10
TRN_1003,Freight_Goods,SEC_11,1,11,10
TRN_1003,Freight_Goods,SEC_11,2,11,10
TRN_1003,Freight_Goods,SEC_11,3,11,10
TRN_1003,Freight_Goods,SEC_11,4,11,10
TRN_1003,Freight_Goods,SEC_11,5,11,10
TRN_1003,Freight_Goods,SEC_11,6,11,10
TRN_1003,Freight_Goods,SEC_12,0,11,16
TRN_1003,Freight_Goods,SEC_12,1,11,16
TRN_1003,Freight_Goods,SEC_12,2,11,16
TRN_1003,Freight_Goods,SEC_12,3,11,16
TRN_1003,Freight_Goods,SEC_12,4,11,16
TRN_1003,Freight_Goods,SEC_12,5,11,16
TRN_1003,Freight_Goods,SEC_12,6,11,16
TRN_1003,Freight_Goods,SEC_13,0,12,21
TRN_1003,Freight_Goods,SEC_13,1,12,21
TRN_1003,Freight_Goods,SEC_13,2,12,21
TRN_1003,Freight_Goods,SEC_13,3,12,21
TRN_1003,Freight_Goods,SEC_13,4,12,21
TRN_1003,Freight_Goods,SEC_13,5,12,21
TRN_1003,Freight_Goods,SEC_13,6,12,21
TRN_1003,Freight_Goods,SEC_14,0,12,15
TRN_1003,Freight_Goods,SEC_14,1,12,15
TRN_1003,Freight_Goods,SEC_14,2,12,15
TRN_1003,Freight_Goods,SEC_14,3,12,15
TRN_1003,Freight_Goods,SEC_14,4,12,15
TRN_1003,Freight_Goods,SEC_14,5,12,15
TRN_1003,Freight_Goods,SEC_14,6,12,15
TRN_1003,Freight_Goods,SEC_15,0,11,11
TRN_1003,Freight_Goods,SEC_15,1,11,11
TRN_1003,Freight_Goods,SEC_15,2,11,11
TRN_1003,Freight_Goods,SEC_15,3,11,11
TRN_1003,Freight_Goods,SEC_15,4,11,11
TRN_1003,Freight_Goods,SEC_15,5,11,11
TRN_1003,Freight_Goods,SEC_15,6,11,11
TRN_1003,Freight_Goods,SEC_16,0,11,10
TRN_1003,Freight_Goods,SEC_16,1,11,10
TRN_1003,Freight_Goods,SEC_16,2,11,10
TRN_1003,Freight_Goods,SEC_16,3,11,10
TRN_1003,Freight_Goods,SEC_16,4,11,10
TRN_1003,Freight_Goods,SEC_16,5,11,10
TRN_1003,Freight_Goods,SEC_16,6,11,10
TRN_1003,Freight_Goods,SEC_17,0,12,21
TRN_1003,Freight_Goods,SEC_17,1,12,21
TRN_1003,Freight_Goods,SEC_17,2,12,21
TRN_1003,Freight_Goods,SEC_17,3,12,21
TRN_1003,Freight_Goods,SEC_17,4,12,21
TRN_1003,Freight_Goods,SEC_17,5,12,21
TRN_1003,Freight_Goods,SEC_17,6,12,21
TRN_1004,Suburban_Passenger,SEC_01,0,20,22
TRN_1004,Suburban_Passenger,SEC_01,1,20,22
TRN_1004,Suburban_Passenger,SEC_01,2,20,22
TRN_1004,Suburban_Passenger,SEC_01,3,20,22
TRN_1004,Suburban_Passenger,SEC_01,4,20,22
TRN_1004,Suburban_Passenger,SEC_01,5,20,22
TRN_1004,Suburban_Passenger,SEC_01,6,20,22
TRN_1004,Suburban_Passenger,SEC_02,0,20,17
TRN_1004,Suburban_Passenger,SEC_02,1,20,17
TRN_1004,Suburban_Passenger,SEC_02,2,20,17
TRN_1004,Suburban_Passenger,SEC_02,3,20,17
TRN_1004,Suburban_Passenger,SEC_02,4,20,17
TRN_1004,Suburban_Passenger,SEC_02,5,20,17
TRN_1004,Suburban_Passenger,SEC_02,6,20,17
TRN_1004,Suburban_Passenger,SEC_03,0,19,11
TRN_1004,Suburban_Passenger,SEC_03,1,19,11
TRN_1004,Suburban_Passenger,SEC_03,2,19,11
TRN_1004,Suburban_Passenger,SEC_03,3,19,11
TRN_1004,Suburban_Passenger,SEC_03,4,19,11
TRN_1004,Suburban_Passenger,SEC_03,5,19,11
TRN_1004,Suburban_Passenger,SEC_03,6,19,11
TRN_1004,Suburban_Passenger,SEC_04,0,20,17
TRN_1004,Suburban_Passenger,SEC_04,1,20,17
TRN_1004,Suburban_Passenger,SEC_04,2,20,17
TRN_1004,Suburban_Passenger,SEC_04,3,20,17
TRN_1004,Suburban_Passenger,SEC_04,4,20,17
TRN_1004,Suburban_Passenger,SEC_04,5,20,17
TRN_1004,Suburban_Passenger,SEC_04,6,20,17
TRN_1004,Suburban_Passenger,SEC_05,0,20,15
TRN_1004,Suburban_Passenger,SEC_05,1,20,15
TRN_1004,Suburban_Passenger,SEC_05,2,20,15
TRN_1004,Suburban_Passenger,SEC_05,3,20,15
TRN_1004,Suburban_Passenger,SEC_05,4,20,15
TRN_1004,Suburban_Passenger,SEC_05,5,20,15
TRN_1004,Suburban_Passenger,SEC_05,6,20,15
TRN_1004,Suburban_Passenger,SEC_06,0,20,19
TRN_1004,Suburban_Passenger,SEC_06,1,20,19
TRN_1004,Suburban_Passenger,SEC_06,2,20,19
TRN_1004,Suburban_Passenger,SEC_06,3,20,19
TRN_1004,Suburban_Passenger,SEC_06,4,20,19
TRN_1004,Suburban_Passenger,SEC_06,5,20,19
TRN_1004,Suburban_Passenger,SEC_06,6,20,19
TRN_1004,Suburban_Passenger,SEC_07,0,19,14
TRN_1004,Suburban_Passenger,SEC_07,1,19,14
TRN_1004,Suburban_Passenger,SEC_07,2,19,14
TRN_1004,Suburban_Passenger,SEC_07,3,19,14
TRN_1004,Suburban_Passenger,SEC_07,4,19,14
TRN_1004,Suburban_Passenger,SEC_07,5,19,14
TRN_1004,Suburban_Passenger,SEC_07,6,19,14
TRN_1004,Suburban_Passenger,SEC_08,0,19,12
TRN_1004,Suburban_Passenger,SEC_08,1,19,12
TRN_1004,Suburban_Passenger,SEC_08,2,19,12
TRN_1004,Suburban_Passenger,SEC_08,3,19,12
TRN_1004,Suburban_Passenger,SEC_08,4,19,12
TRN_1004,Suburban_Passenger,SEC_08,5,19,12
TRN_1004,Suburban_Passenger,SEC_08,6,19,12
TRN_1004,Suburban_Passenger,SEC_09,0,20,11
TRN_1004,Suburban_Passenger,SEC_09,1,20,11
TRN_1004,Suburban_Passenger,SEC_09,2,20,11
TRN_1004,Suburban_Passenger,SEC_09,3,20,11
TRN_1004,Suburban_Passenger,SEC_09,4,20,11
TRN_1004,Suburban_Passenger,SEC_09,5,20,11
TRN_1004,Suburban_Passenger,SEC_09,6,20,11
TRN_1004,Suburban_Passenger,SEC_10,0,19,11
TRN_1004,Suburban_Passenger,SEC_10,1,19,11
TRN_1004,Suburban_Passenger,SEC_10,2,19,11
TRN_1004,Suburban_Passenger,SEC_10,3,19,11
TRN_1004,Suburban_Passenger,SEC_10,4,19,11
TRN_1004,Suburban_Passenger,SEC_10,5,19,11
TRN_1004,Suburban_Passenger,SEC_10,6,19,11
TRN_1004,Suburban_Passenger,SEC_11,0,19,10
TRN_1004,Suburban_Passenger,SEC_11,1,19,10
TRN_1004,Suburban_Passenger,SEC_11,2,19,10
TRN_1004,Suburban_Passenger,SEC_11,3,19,10
TRN_1004,Suburban_Passenger,SEC_11,4,19,10
TRN_1004,Suburban_Passenger,SEC_11,5,19,10
TRN_1004,Suburban_Passenger,SEC_11,6,19,10
TRN_1004,Suburban_Passenger,SEC_12,0,19,10
TRN_1004,Suburban_Passenger,SEC_12,1,19,10
TRN_1004,Suburban_Passenger,SEC_12,2,19,10
TRN_1004,Suburban_Passenger,SEC_12,3,19,10
TRN_1004,Suburban_Passenger,SEC_12,4,19,10
TRN_1004,Suburban_Passenger,SEC_12,5,19,10
TRN_1004,Suburban_Passenger,SEC_12,6,19,10
TRN_1004,Suburban_Passenger,SEC_13,0,20,18
TRN_1004,Suburban_Passenger,SEC_13,1,20,18
TRN_1004,Suburban_Passenger,SEC_13,2,20,18
TRN_1004,Suburban_Passenger,SEC_13,3,20,18
TRN_1004,Suburban_Passenger,SEC_13,4,20,18
TRN_1004,Suburban_Passenger,SEC_13,5,20,18
TRN_1004,Suburban_Passenger,SEC_13,6,20,18
TRN_1004,Suburban_Passenger,SEC_14,0,20,15
TRN_1004,Suburban_Passenger,SEC_14,1,20,15
TRN_1004,Suburban_Passenger,SEC_14,2,20,15
TRN_1004,Suburban_Passenger,SEC_14,3,20,15
TRN_1004,Suburban_Passenger,SEC_14,4,20,15
TRN_1004,Suburban_Passenger,SEC_14,5,20,15
TRN_1004,Suburban_Passenger,SEC_14,6,20,15
TRN_1004,Suburban_Passenger,SEC_15,0,19,10
TRN_1004,Suburban_Passenger,SEC_15,1,19,10
TRN_1004,Suburban_Passenger,SEC_15,2,19,10
TRN_1004,Suburban_Passenger,SEC_15,3,19,10
TRN_1004,Suburban_Passenger,SEC_15,4,19,10
TRN_1004,Suburban_Passenger,SEC_15,5,19,10
TRN_1004,Suburban_Passenger,SEC_15,6,19,10
TRN_1004,Suburban_Passenger,SEC_16,0,19,15
TRN_1004,Suburban_Passenger,SEC_16,1,19,15
TRN_1004,Suburban_Passenger,SEC_16,2,19,15
TRN_1004,Suburban_Passenger,SEC_16,3,19,15
TRN_1004,Suburban_Passenger,SEC_16,4,19,15
TRN_1004,Suburban_Passenger,SEC_16,5,19,15
TRN_1004,Suburban_Passenger,SEC_16,6,19,15
TRN_1004,Suburban_Passenger,SEC_17,0,20,18
TRN_1004,Suburban_Passenger,SEC_17,1,20,18
TRN_1004,Suburban_Passenger,SEC_17,2,20,18
TRN_1004,Suburban_Passenger,SEC_17,3,20,18
TRN_1004,Suburban_Passenger,SEC_17,4,20,18
TRN_1004,Suburban_Passenger,SEC_17,5,20,18
TRN_1004,Suburban_Passenger,SEC_17,6,20,18
TRN_1005,Express_Passenger,SEC_01,0,8,17
TRN_1005,Express_Passenger,SEC_01,1,8,17
TRN_1005,Express_Passenger,SEC_01,2,8,17
TRN_1005,Express_Passenger,SEC_01,3,8,17
TRN_1005,Express_Passenger,SEC_01,4,8,17
TRN_1005,Express_Passenger,SEC_01,5,8,17
TRN_1005,Express_Passenger,SEC_01,6,8,17
TRN_1005,Express_Passenger,SEC_02,0,8,16
TRN_1005,Express_Passenger,SEC_02,1,8,16
TRN_1005,Express_Passenger,SEC_02,2,8,16
TRN_1005,Express_Passenger,SEC_02,3,8,16
TRN_1005,Express_Passenger,SEC_02,4,8,16
TRN_1005,Express_Passenger,SEC_02,5,8,16
TRN_1005,Express_Passenger,SEC_02,6,8,16
TRN_1005,Express_Passenger,SEC_03,0,7,10
TRN_1005,Express_Passenger,SEC_03,1,7,10
TRN_1005,Express_Passenger,SEC_03,2,7,10
TRN_1005,Express_Passenger,SEC_03,3,7,10
TRN_1005,Express_Passenger,SEC_03,4,7,10
TRN_1005,Express_Passenger,SEC_03,5,7,10
TRN_1005,Express_Passenger,SEC_03,6,7,10
TRN_1005,Express_Passenger,SEC_04,0,8,17
